Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
R05-1772	R95-1705	V96-4181	( R95-1705 ( Hutcheson , BARC-7 ( CX797-21 , D80-6931 ) ) , V96-4181 )	-	-
R05-235	Pioneer_P9594	Ozark	( Pioneer_P9594 , Ozark )	-	-
R05-269	P9594	Ozark	( P9594 , Ozark )	-	-
R05-3191	Lonoke	S99-1171	( Lonoke , S99-1171 ( Delsoy_5500 , Anand ) )	-	-
R05-3239	Ozark	Anand	( Ozark , Anand )	-	-
R05-374	Lonoke	DP4748	( Lonoke , DP4748 )	-	-
R05-3817	R96-3427	605	( R96-3427 ( Pioneer_P9592 , KS4895 ) , 605 )	-	-
R05-4114	R98-1523	98601	( R98-1523 ( Asgrow_A5403 , Hartz_H5545 ) , 98601 ( Asgrow_A5403 , Hutcheson ) )	-	-
R05331	Pioneer_P92B52	Pioneer_P90B51	( Pioneer_P92B52 , Pioneer_P90B51 )	-	-
R05686	Pioneer_P91B42	Pioneer_P92B14	( Pioneer_P91B42 , Pioneer_P92B14 )	-	-
R06-1270	Lonoke	PI_88310	( Lonoke , PI_88310 )	-	-
R06-2597	Lonoke	S96-2692	( Lonoke , S96-2692 ( Manokin , S91-1839 ( Hartwig , Coker_485 ) ) )	-	-
R06-4433	Lonoke	Pioneer_P9594	( Lonoke , Pioneer_P9594 )	-	-
R06-4475	R98-3267F	R97-1832	( R98-3267F , R97-1832 ( Manokin , Asgrow_A6297 ( Young , Asgrow_A5474 ) ) )	-	-
R07-10231	S99-2281	UA4805	( S99-2281 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1069 ( Manokin , Hartwig ) ) , UA4805 ( Hartz_H5545 , KS4895 ) )	-	-
R07-10244	S99-2281	UA4805	( S99-2281 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1069 ( Manokin , Hartwig ) ) , UA4805 ( Hartz_H5545 , KS4895 ) )	-	-
R07-10263	S99-2281	UA4805	( S99-2281 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1069 ( Manokin , Hartwig ) ) , UA4805 ( Hartz_H5545 , KS4895 ) )	-	-
R07-10322	R97-1634	V00-3824	( R97-1634 ( Pioneer_P9592 , Holladay ) , V00-3824 )	-	-
R07-1035	S01-9209	R01-2373	( S01-9209 , R01-2373 ( V91-3036 ( Hutcheson , V84-1790 ( Epps , L77-994 ) ) , HBK_5990 ) )	-	-
R07-1545	DP4748S	K1599	( DP4748S , K1599 ( DeKalb_CX445 , Northrup_King_S46-44 ) )	-	-
R07-1685	5002T	Ozark	( 5002T , Ozark )	-	-
R07-1738	R00-1076	R01-2373	( R00-1076 ( Asgrow_A5843 , Hartz_H5545 ) , R01-2373 ( V91-3036 ( Hutcheson , V84-1790 ( Epps , L77-994 ) ) , HBK_5990 ) )	-	-
R07-1769	R00-1551	R00-684	( R00-1551 ( Hartz_H4994 , Asgrow_A5403 ) , R00-684 ( MD92-5769 , N90-541 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) ) )	-	-
R07-1810	R00-1551	R01-2346	( R00-1551 ( Hartz_H4994 , Asgrow_A5403 ) , R01-2346 ( V91-3036 ( Hutcheson , V84-1790 ( Epps , L77-994 ) ) , HBK_5990 ) )	-	-
R07-1826	R00-1551	R01-315	( R00-1551 ( Hartz_H4994 , Asgrow_A5403 ) , R01-315 )	-	-
R07-1857	R01-2373	R01-315	( R01-2373 ( V91-3036 ( Hutcheson , V84-1790 ( Epps , L77-994 ) ) , HBK_5990 ) , R01-315 )	-	-
R07-1882	R99-2512	R01-1092	( R99-2512 ( Pioneer_P9611 , Caviness ) , R01-1092 ( HBK_4890 , R96-1083 ( Hamilton , Coker_6955 ) ) )	-	-
R07-191	S01-9265	R00-1940	( S01-9265 , R00-1940 ( Hartz_H4994 , Northrup_King_S59-60 ) )	-	-
R07-470	R00-2267	Osage	( R00-2267 , Osage )	-	-
R07-5351	LS96-1631	R96-3427	( LS96-1631 ( LS79-238 , Hutcheson ) , R96-3427 ( Pioneer_P9592 , KS4895 ) )	-	-
R07-6046	S94-1867	Pioneer_P9594	( S94-1867 ( Pioneer_P9592 , S91-1693 ) , Pioneer_P9594 )	-	-
R07-6614RR	Lonoke	Hutcheson-RR	( Lonoke , Hutcheson-RR )	-	RR
R07-6654	Lonoke	R00-33	( Lonoke , R00-33 )	-	-
R07-6669	Lonoke	R00-33	( Lonoke , R00-33 )	-	-
R08-107	BA_743303	R00-684	( BA_743303 , R00-684 ( MD92-5769 , N90-541 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) ) )	-	-
R08-1178	S98-1375	R97-1634	( S98-1375 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1666 ( Hartz_H5164 , Hartwig ) ) , R97-1634 ( Pioneer_P9592 , Holladay ) )	-	-
R08-141	R00-1076	R00-1940	( R00-1076 ( Asgrow_A5843 , Hartz_H5545 ) , R00-1940 ( Hartz_H4994 , Northrup_King_S59-60 ) )	-	-
R08-265	R00-1551	R00-1940	( R00-1551 ( Hartz_H4994 , Asgrow_A5403 ) , R00-1940 ( Hartz_H4994 , Northrup_King_S59-60 ) )	-	-
R08-2687	99VPI-120	S98-1375	( 99VPI-120 , S98-1375 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1666 ( Hartz_H5164 , Hartwig ) ) )	-	-
R08-2776	V98-2711	R00-2097	( V98-2711 ( V88-466 ( Coker_237 ( Hutton , N63-858 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Toano ( Ware , Essex ) ) , Pioneer_P9461 ) , R00-2097 )	-	-
R08-2797	DP4748S	K1599	( DP4748S , K1599 ( DeKalb_CX445 , Northrup_King_S46-44 ) )	-	-
R08-3119	PI_612750	R01-4787	( PI_612750 , R01-4787 )	-	-
R08-3206	R00-2267	S00-9980-22	( R00-2267 , S00-9980-22 )	-	-
R08-3211	R00-2267	S00-9980-22	( R00-2267 , S00-9980-22 )	-	-
R08-47	5601T	R00-1940	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , R00-1940 ( Hartz_H4994 , Northrup_King_S59-60 ) )	-	-
R08-527	UA4805	5002T	( UA4805 ( Hartz_H5545 , KS4895 ) , 5002T )	-	-
R08-991	S97-1688	Caviness-RR	( S97-1688 ( S91-1381 ( Hartz_H5370 , Hartwig ) , Hartz_H5810 ) , Caviness-RR )	-	-
R09-1589	5002T	R01-4752	( 5002T , R01-4752 )	-	-
R09-1607RR	5601T	R04-1250RR	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , R04-1250RR ( Ozark , 98601 ( Asgrow_A5403 , Hutcheson ) ) )	-	-
R09-1822	UA4805	R01-4747RR	( UA4805 ( Hartz_H5545 , KS4895 ) , R01-4747RR ( Hartz_H4994 , N92-598 ( N85-492 ( N77-179 ( N70-1549 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ( PI_23211 , - ) ) ) ) ) , N72-3213 ( D67-B5 ( D62-7816 , Lee ) , N64-2451 ) ) , Johnston ) , N84-507 ( N77-114 ( Essex , N70-2173 ( Hampton ( Majos ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Ransom ) ) , N77-907 ( N70-1549 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) ) )	-	-
R09-1827RR	UA4805	R01-4747RR	( UA4805 ( Hartz_H5545 , KS4895 ) , R01-4747RR ( Hartz_H4994 , N92-598 ( N85-492 ( N77-179 ( N70-1549 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ( PI_23211 , - ) ) ) ) ) , N72-3213 ( D67-B5 ( D62-7816 , Lee ) , N64-2451 ) ) , Johnston ) , N84-507 ( N77-114 ( Essex , N70-2173 ( Hampton ( Majos ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Ransom ) ) , N77-907 ( N70-1549 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) ) )	-	-
R09-1970	R00-1076	S99-2281	( R00-1076 ( Asgrow_A5843 , Hartz_H5545 ) , S99-2281 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1069 ( Manokin , Hartwig ) ) )	-	-
R09-209	5002T	Ozark	( 5002T , Ozark )	-	-
R09-2567	TN01-235	UA4805	( TN01-235 , UA4805 ( Hartz_H5545 , KS4895 ) )	-	-
R09-2988	TN02-204	Osage	( TN02-204 , Osage )	-	-
R09-319	BA_015355	R00-684	( BA_015355 , R00-684 ( MD92-5769 , N90-541 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) ) )	-	-
R09-3789	R95-1705	S00-9980-22	( R95-1705 ( Hutcheson , BARC-7 ( CX797-21 , D80-6931 ) ) , S00-9980-22 )	PI 679957, UA 5814HP	-
R09-400	R00-1076	BA_743303	( R00-1076 ( Asgrow_A5843 , Hartz_H5545 ) , BA_743303 )	-	-
R09-4010	R00-1076	IA2065	( R00-1076 ( Asgrow_A5843 , Hartz_H5545 ) , IA2065 )	-	-
R09-4095	S01-9265	R00-1940	( S01-9265 , R00-1940 ( Hartz_H4994 , Northrup_King_S59-60 ) )	-	-
R09-4571	DP4748	S01-9794	( DP4748 , S01-9794 )	-	-
R09-4798	V00-3650	FG-5	( V00-3650 , FG-5 )	-	-
R09-5026	S00-9925-10	UA4805	( S00-9925-10 ( K1393 ( KS5292 , Hutcheson ) , Anand ) , UA4805 ( Hartz_H5545 , KS4895 ) )	-	-
R09-5088	5002T	UA4805	( 5002T , UA4805 ( Hartz_H5545 , KS4895 ) )	-	-
R09-5137	5002T	Ozark	( 5002T , Ozark )	-	-
R09-5225	5601T	Ozark	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , Ozark )	-	-
R09-886	R01-315	JTN-01	( R01-315 , JTN-01 )	-	-
R10-115	5002T	R01-2245	( 5002T , R01-2245 ( V91-3036 ( Hutcheson , V84-1790 ( Epps , L77-994 ) ) , HBK_5990 ) )	-	-
R10-1191	R03-263	UA4805	( R03-263 ( DT96-6840 ( Hutcheson , Pioneer_P9641 ) , Anand ) , UA4805 ( Hartz_H5545 , KS4895 ) )	-	-
R10-1288	S00-9925-10	UA4805	( S00-9925-10 ( K1393 ( KS5292 , Hutcheson ) , Anand ) , UA4805 ( Hartz_H5545 , KS4895 ) )	-	-
R10-130RY	Ozark	-	( Ozark , - )	-	-
R10-1663	R01-976	R03-946	( R01-976 ( Hartz_H4994 , R95-1470 ) , R03-946 ( TN93-99 , R95-798 ( DPL_415 ( Essex , DPX_436 ( Pickett_71 , York ) ) , Asgrow_A9641 ) ) )	-	-
R10-197	5002T	R04-357	( 5002T , R04-357 ( R97-1650 ( Pioneer_P9592 , Holladay ) , 98601 ( Asgrow_A5403 , Hutcheson ) ) )	-	-
R10-197RY	Ozark	MON_RR2Y	( Ozark , MON_RR2Y )	-	-
R10-216	5002T	R04-357	( 5002T , R04-357 ( R97-1650 ( Pioneer_P9592 , Holladay ) , 98601 ( Asgrow_A5403 , Hutcheson ) ) )	-	-
R10-230	5002T	R04-357	( 5002T , R04-357 ( R97-1650 ( Pioneer_P9592 , Holladay ) , 98601 ( Asgrow_A5403 , Hutcheson ) ) )	-	-
R10-2436	R01-52F	R02-6268F	( R01-52F ( R93-5455 ( Jackson , PI_416937 ) , Minsoy ( PI_27890 , - ) ) , R02-6268F ( KS4895 , Jackson ) )	NULL	NULL
R10-2465	R01-81	R02-6232F	( R01-81 , R02-6232F )	-	-
R10-2710	R01-52F	USDA-N7002	( R01-52F ( R93-5455 ( Jackson , PI_416937 ) , Minsoy ( PI_27890 , - ) ) , USDA-N7002 )	NULL	F4
R10-28	5002T	Ozark	( 5002T , Ozark )	-	-
R10-298	5601T	Ozark	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , Ozark )	-	F5, Conv.
R10-3185	V01-1693	Ozark	( V01-1693 , Ozark )	-	-
R10-428RY	Osage	Ozark_RR2Y	( Osage , Ozark_RR2Y )	-	-
R10-4892	5002T	R01-3474F	( 5002T , R01-3474F ( Caviness , PI_594208 ) )	-	-
R10-5086	Osage	R99-1613F	( Osage , R99-1613F ( NKRA_452 , PI_290126B ) )	-	-
R10-5595	R01-3474F	R02-3263RR	( R01-3474F ( Caviness , PI_594208 ) , R02-3263RR ( HBK_4890 , 98602 ) )	-	-
R10-5709	5601T	R01-2195	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , R01-2195 ( HBK_5990 , R96-2361 ( PI_507098 , N86-491 ( N77-1602 ( Hutton , N70-2205 ( Hampton ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Ransom ) ) , F77-1797 ) ) ) )	-	-
R10-5721	5601T	R01-2195	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , R01-2195 ( HBK_5990 , R96-2361 ( PI_507098 , N86-491 ( N77-1602 ( Hutton , N70-2205 ( Hampton ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Ransom ) ) , F77-1797 ) ) ) )	-	-
