Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
A79-138024	A74-102011	C1523	( A74-102011 ( M62-263 ( Grant , M319W ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Hawkeye ) ) , IVR_Ex4426 ( Amsoy , Wayne ) ) , C1523 ( Beeson , L63-1397 ) )	-	-
A79-236002	Pride_B216	Cumberland	( Pride_B216 ( Corsoy , Wayne ) , Cumberland )	-	-
A79-236003	Pride_B216	Cumberland	( Pride_B216 ( Corsoy , Wayne ) , Cumberland )	-	-
A79-238034	M68-48	Pride_B216	( M68-48 ( Evans , M59-120 ( M54-240 ( Korean , M42-37 ) , M54-139 ( Renville , Capital ) ) ) , Pride_B216 ( Corsoy , Wayne ) )	-	-
A79-334010	Pride_B216	Land_O_Lakes_Max	( Pride_B216 ( Corsoy , Wayne ) , Land_O_Lakes_Max )	-	-
A80-144004	Northrup_King_S1492	A75-204018	( Northrup_King_S1492 ( Corsoy , Wayne ) , A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) )	-	-
A80-144024	Weber	L69U40-16-4	( Weber , L69U40-16-4 ( Calland , Amsoy ) )	-	-
A80-147002	Northrup_King_S1492	Pella	( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella )	-	-
A80-147003	Northrup_King_S1492	Pella	( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella )	-	-
A80-149008	C1532	1YT-75-206013	( C1532 ( L63-0007-1 , Amsoy ) , 1YT-75-206013 )	-	-
A80-244003	Northrup_King_S1492	Pella	( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella )	-	-
A80-244036	A74-204034	A80-344003	( A74-204034 ( M62-263 ( Grant , M319W ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Hawkeye ) ) , Amsoy_71 ) , A80-344003 ( A75-332035 , Century ) )	-	-
A80-245022	Northrup_King_S1492	Weber	( Northrup_King_S1492 ( Corsoy , Wayne ) , Weber )	-	-
A80-247007	A75-204018	Weber	( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , Weber )	-	-
A80-247008	A75-204018	Asgrow_A2440	( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , Asgrow_A2440 ( Amsoy , Soysota ( PI_28019 , - ) ) )	-	-
A80-344003	A75-332035	Century	( A75-332035 , Century )	A8	-
A80-345005	Northrup_King_S1492	Pella	( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella )	-	-
A80-346029	A75-204018	BSR_301	( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , BSR_301 )	-	-
A80-349012	L69U40-16-4	A76-304020	( L69U40-16-4 ( Calland , Amsoy ) , A76-304020 )	-	-
A81-151026	A75-204018	Century	( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , Century )	-	-
A81-152006	A76-304020	Asgrow_A2656	( A76-304020 , Asgrow_A2656 ( M60-406 ( Blackhawk , Harosoy ) , W35-184 ) )	-	-
A81-153003	A76-202015	Century	( A76-202015 ( AP6 , - ) , Century )	-	-
A81-155001	A76-202015	Schechinger_S48	( A76-202015 ( AP6 , - ) , Schechinger_S48 ( IVR_1120 , SL12 ) )	-	-
A81-155014	A76-202015	A76-304020	( A76-202015 ( AP6 , - ) , A76-304020 )	-	-
A81-156027	A76-202015	A76-304020	( A76-202015 ( AP6 , - ) , A76-304020 )	-	-
A81-157001	Pride_B216	A2	( Pride_B216 ( Corsoy , Wayne ) , A2 )	-	-
A81-157005	Pride_B216	A2	( Pride_B216 ( Corsoy , Wayne ) , A2 )	-	-
A81-157007	Pride_B216	A2	( Pride_B216 ( Corsoy , Wayne ) , A2 )	-	-
A81-157013	Land_O_Lakes_Max	BSR_302	( Land_O_Lakes_Max , BSR_302 )	-	-
A81-157024	Pride_B216	A2	( Pride_B216 ( Corsoy , Wayne ) , A2 )	-	-
A81-354025	Schechinger_S48	Land_O_Lakes_Max	( Schechinger_S48 ( IVR_1120 , SL12 ) , Land_O_Lakes_Max )	-	-
A81-355012	A76-304020	Land_O_Lakes_Max	( A76-304020 , Land_O_Lakes_Max )	-	-
A81-356022	Century	A76-304020	( Century , A76-304020 )	-	-
A82-161034	A76-103002	A77-211021	( A76-103002 ( AP6 , - ) , A77-211021 ( Beeson , A72-507 ( Amsoy , Wayne ) ) )	-	-
A82-161035	Pride_B216	A77-211021	( Pride_B216 ( Corsoy , Wayne ) , A77-211021 ( Beeson , A72-507 ( Amsoy , Wayne ) ) )	-	-
A82-162023	Northrup_King_S1492	Tri-Valley_Charger	( Northrup_King_S1492 ( Corsoy , Wayne ) , Tri-Valley_Charger ( IVR_1120 , Calland ) )	-	-
A82-162033	A77-211021	Tri-Valley_Charger	( A77-211021 ( Beeson , A72-507 ( Amsoy , Wayne ) ) , Tri-Valley_Charger ( IVR_1120 , Calland ) )	-	-
A82-263010	A77-211021	Pella	( A77-211021 ( Beeson , A72-507 ( Amsoy , Wayne ) ) , Pella )	-	-
A82-263034	Pride_B216	A77-211021	( Pride_B216 ( Corsoy , Wayne ) , A77-211021 ( Beeson , A72-507 ( Amsoy , Wayne ) ) )	-	-
A82-264016	Asgrow_A3585	Tri-Valley_Charger	( Asgrow_A3585 ( L66L-140 ( Wayne , L57-0034 ( Clark , Adams ) ) , Cutler ) , Tri-Valley_Charger ( IVR_1120 , Calland ) )	-	-
A82-361011	Asgrow_A3585	NAPB_HP20-20	( Asgrow_A3585 ( L66L-140 ( Wayne , L57-0034 ( Clark , Adams ) ) , Cutler ) , NAPB_HP20-20 )	-	-
A82-363032	A76-202015	Century	( A76-202015 ( AP6 , - ) , Century )	-	-
A82-365028	Asgrow_A3585	Tri-Valley_Charger	( Asgrow_A3585 ( L66L-140 ( Wayne , L57-0034 ( Clark , Adams ) ) , Cutler ) , Tri-Valley_Charger ( IVR_1120 , Calland ) )	-	-
A83-171015	A78-122031	Tri-Valley_Charger	( A78-122031 ( SRF_350 , Pride_B216 ( Corsoy , Wayne ) ) , Tri-Valley_Charger ( IVR_1120 , Calland ) )	-	-
A83-172007	A77-211021	Merschman_Washington_V	( A77-211021 ( Beeson , A72-507 ( Amsoy , Wayne ) ) , Merschman_Washington_V ( IVR_1120 , Calland ) )	-	-
A83-172030	AgriPro_AP200	Northrup_King_S1492	( AgriPro_AP200 ( CX407BC7-255 , Swift,_AP200 ) , Northrup_King_S1492 ( Corsoy , Wayne ) )	-	-
A83-174020	Northrup_King_S1492	A78-122031	( Northrup_King_S1492 ( Corsoy , Wayne ) , A78-122031 ( SRF_350 , Pride_B216 ( Corsoy , Wayne ) ) )	-	-
A83-271010	Northrup_King_S1492	Merschman_Washington_V	( Northrup_King_S1492 ( Corsoy , Wayne ) , Merschman_Washington_V ( IVR_1120 , Calland ) )	-	-
A83-271027	Northrup_King_S1492	Asgrow_A3127	( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) )	-	-
A83-272020	AgriPro_AP200	NAPB_HS235	( AgriPro_AP200 ( CX407BC7-255 , Swift,_AP200 ) , NAPB_HS235 ( C1426 ( C1253 ( Blackhawk , Harosoy ) , Kent ) , Marshall ) )	-	-
A83-274011	Asgrow_A3127	Tri-Valley_Charger	( Asgrow_A3127 ( Williams , Essex ) , Tri-Valley_Charger ( IVR_1120 , Calland ) )	-	-
A83-372027	Merschman_Washington_V	Asgrow_A3127	( Merschman_Washington_V ( IVR_1120 , Calland ) , Asgrow_A3127 ( Williams , Essex ) )	-	-
A84-282019	Harper	Asgrow_A3127	( Harper , Asgrow_A3127 ( Williams , Essex ) )	-	-
A84-284033	HW79015	A80-247007	( HW79015 ( A72-512 ( Amsoy , Wayne ) , Oakland ( L66L-137 ( Wayne , L57-0034 ( Clark , Adams ) ) , Calland ) ) , A80-247007 ( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , Weber ) )	-	-
A85-182007	Vinton_81	Hardin	( Vinton_81 , Hardin )	-	-
A85-192034	A8	Asgrow_A1937	( A8 , Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) )	-	-
A85-193020	Asgrow_A1937	Tri-Valley_Charger_III	( Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) , Tri-Valley_Charger_III ( Mitchell ( Amsoy , Wayne ) , Cutler_71 ) )	-	-
A85-195005	A80-149008	Midwest_Oilseeds_2050	( A80-149008 ( C1532 ( L63-0007-1 , Amsoy ) , 1YT-75-206013 ) , Midwest_Oilseeds_2050 )	-	-
A85-291010	Midwest_Oilseeds_3010	Asgrow_A1937	( Midwest_Oilseeds_3010 ( - , Mitchell ( Amsoy , Wayne ) ) , Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) )	-	-
A85-293030	Midwest_Oilseeds_3010	A8	( Midwest_Oilseeds_3010 ( - , Mitchell ( Amsoy , Wayne ) ) , A8 )	-	-
A85-293032	A8	Elgin	( A8 , Elgin )	-	-
A85-298051	Midwest_Oilseeds_3010	A80-245022	( Midwest_Oilseeds_3010 ( - , Mitchell ( Amsoy , Wayne ) ) , A80-245022 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Weber ) )	-	-
A85-392026	A8	Midwest_Oilseeds_2050	( A8 , Midwest_Oilseeds_2050 )	-	-
A85-393001	Midwest_Oilseeds_3010	A80-245022	( Midwest_Oilseeds_3010 ( - , Mitchell ( Amsoy , Wayne ) ) , A80-245022 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Weber ) )	-	-
A85-394009	A79-331022	A79-334010	( A79-331022 , A79-334010 ( Pride_B216 ( Corsoy , Wayne ) , Land_O_Lakes_Max ) )	-	-
A86-101009	Hack	Asgrow_A1937	( Hack , Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) )	-	-
A86-102004	A80-244036	Asgrow_A1937	( A80-244036 ( A74-204034 ( M62-263 ( Grant , M319W ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Hawkeye ) ) , Amsoy_71 ) , A80-344003 ( A75-332035 , Century ) ) , Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) )	-	-
A86-103002	Jacques_1103	A81-356022	( Jacques_1103 , A81-356022 ( Century , A76-304020 ) )	-	-
A86-103027	Hack	Asgrow_A1937	( Hack , Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) )	-	-
A86-104011	A80-244036	A80-344003	( A80-244036 ( A74-204034 ( M62-263 ( Grant , M319W ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Hawkeye ) ) , Amsoy_71 ) , A80-344003 ( A75-332035 , Century ) ( A75-332035 , Century ) ) , A80-344003 ( A75-332035 , Century ) ( A75-332035 , Century ) )	-	-
A86-186011	AP9	-	( AP9 , - )	-	Selection from AP9 population
A86-203004	Hack	Zane	( Hack , Zane )	-	-
A86-203034	A81-356022	Zane	( A81-356022 ( Century , A76-304020 ) , Zane )	-	-
A86-204022	Hack	Zane	( Hack , Zane )	-	-
A86-301024	A81-356022	Hack	( A81-356022 ( Century , A76-304020 ) , Hack )	-	-
A86-303014	A81-356022	Hack	( A81-356022 ( Century , A76-304020 ) , Hack )	-	-
A87-187007	BSR_101	A81-151026	( BSR_101 , A81-151026 ( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , Century ) )	-	-
A87-187020	Jacques_J103	A81-151026	( Jacques_J103 , A81-151026 ( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , Century ) )	-	-
A87-195034	BSR_101	CN210	( BSR_101 , CN210 ( L70-2283 ( Custer , Chippewa ) , Beeson ) )	A20	-
A87-196014	BSR_101	A80-244003	( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) )	IA 2008	-
A87-198005	A80-244003	Harper	( A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) , Harper )	-	-
A87-198015	Hack	A81-157024	( Hack , A81-157024 ( Pride_B216 ( Corsoy , Wayne ) , A2 ) )	-	-
A87-296011	Harper	A80-346029	( Harper , A80-346029 ( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , BSR_301 ) )	-	-
A87-296012	Harper	A80-346029	( Harper , A80-346029 ( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , BSR_301 ) )	-	-
A87-297015	Pride_B152	A80-244003	( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) )	-	-
A87-395012	Fayette	Asgrow_A3659	( Fayette , Asgrow_A3659 ( Williams , Essex ) )	-	-
A87-396020	Harper	A80-346029	( Harper , A80-346029 ( A75-204018 ( IVR_4731 ( Amsoy , Wayne ) , Wirth ) , BSR_301 ) )	-	-
A87D20	Elf	A73D16	( Elf , A73D16 ( Hark , Wayne ) )	-	-
A88-121019	A82-267015	Sherman	( A82-267015 , Sherman )	-	-
A88-121025	A8	Profiseed_1138	( A8 , Profiseed_1138 ( Hark , PI_68430 ) )	-	-
A88-221005	A82-267015	Sherman	( A82-267015 , Sherman )	-	-
A88-221006	Riverside_2024	Harper	( Riverside_2024 ( Wayne , Corsoy ) , Harper )	-	-
A88-221020	A82-267015	Harper	( A82-267015 , Harper )	-	-
A89-144003	BSR_101	Asgrow_A1937	( BSR_101 , Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) )	-	-
A89-144003EMS-81	A89-144003	-	( A89-144003 ( BSR_101 , Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) ) , - )	-	EMS mutant of A89-144003
A89-144026	Jacques_J231	A8	( Jacques_J231 , A8 )	-	-
A91-501002	AgriPro_AP2190	A86-301024	( AgriPro_AP2190 , A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) )	-	-
A91-613001	AX4735	HP202	( AX4735 ( HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) , M81-382 ) , HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) )	-	-
A91-613019	AX4739	HP203	( AX4739 ( Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP203 ( HP202 ( Vinton_81 , B216 ) , Vinton_81 ) )	-	-
A91-613026	AX4741	HP204	( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) )	-	-
A91-613029	AX4742	HP201	( AX4742 ( Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) , HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ) , HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) )	-	-
A91-701035	A86-301024	DeKalb_226	( A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) , DeKalb_226 )	-	-
A92-525004	IA2008	Kenwood	( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood )	-	-
A92-525014	IA2008	Kenwood	( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood )	-	-
A92-526007	A20	Asgrow_A2234	( A20 , Asgrow_A2234 )	-	-
A92-625002	Kenwood	LN86-1947	( Kenwood , LN86-1947 ( PI_437883 , Elgin ) )	-	-
A92-627030	Kenwood	Asgrow_A3205	( Kenwood , Asgrow_A3205 ( Northrup_King_S1474 , Asgrow_A3127 ( Williams , Essex ) ) )	-	-
A93-751019	A89-246006	LS301	( A89-246006 , LS301 ( A79-140022 , A79-140011 ) )	-	-
A94-572028	Northrup_King_S19-90	Bell	( Northrup_King_S19-90 , Bell )	-	-
A94-674017	Pioneer_P9303	Kenwood	( Pioneer_P9303 , Kenwood )	-	-
A94-770016	A90-314041	IA2012	( A90-314041 , IA2012 )	-	-
A94-770314	Pioneer_P9303	A87-395012	( Pioneer_P9303 , A87-395012 ( Fayette , Asgrow_A3659 ( Williams , Essex ) ) )	-	-
A94-773014	Pioneer_P9303	A87-395012	( Pioneer_P9303 , A87-395012 ( Fayette , Asgrow_A3659 ( Williams , Essex ) ) )	-	-
A95-484015	IA3001	A91-613026	( IA3001 , A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) )	-	-
A95-484031	A91-613026	A91-613029	( A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , A91-613029 ( AX4742 ( Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) , HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ) , HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ) )	-	-
A95-484041	A91-613001	A91-613026	( A91-613001 ( AX4735 ( HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) , M81-382 ) , HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) ) , A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) )	-	-
A95-484043	A91-613001	A91-613026	( A91-613001 ( AX4735 ( HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) , M81-382 ) , HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) ) , A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) )	-	-
A95-581028	Marcus	Pioneer_P9273	( Marcus , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) )	-	-
A95-682026	Pioneer_P9273	A89-144036	( Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) , A89-144036 )	-	-
A96-246029	IA2033	AgriPro_AP1995	( IA2033 , AgriPro_AP1995 ( AgriPro_AP1989 ( AgriPro_AP26 ( Beeson , Calland ) , Vickery ) , Asgrow_A3427 ( Asgrow_X3836 , Asgrow_A3127 ( Williams , Essex ) ) ) )	-	-
A96-492041	Northrup_King_S24-92	Northrup_King_S19-90	( Northrup_King_S24-92 , Northrup_King_S19-90 )	-	-
A96-492058	IA3003	Northrup_King_S24-92	( IA3003 , Northrup_King_S24-92 )	-	-
A96-494018	Northrup_King_S24-92	NA91-501002	( Northrup_King_S24-92 , NA91-501002 )	-	-
A96-591033	IA3003	Pioneer_P9273	( IA3003 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) )	-	-
A96-591076	Pioneer_P9273	Northrup_King_S24-92	( Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) , Northrup_King_S24-92 )	-	-
A96-691030	AgriPro_AP3035	Pioneer_P9273	( AgriPro_AP3035 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) )	-	-
A97-770012	Northrup_King_S20-20	Asgrow_A2234	( Northrup_King_S20-20 , Asgrow_A2234 )	-	-
A97-770031	A92-535059	Pioneer_P9273	( A92-535059 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) )	-	-
A97-771039	A92-627030	ORC9205	( A92-627030 ( Kenwood , Asgrow_A3205 ( Northrup_King_S1474 , Asgrow_A3127 ( Williams , Essex ) ) ) , ORC9205 ( Conrad , RCAT_Alliance ( Wells_II , Williams_82 ) ) )	-	-
A97-772024	IA1006	A92-625002	( IA1006 ( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood ) , A92-625002 ( Kenwood , LN86-1947 ( PI_437883 , Elgin ) ) )	-	-
A97-874007	A93-751019	IA3006	( A93-751019 ( A89-246006 , LS301 ( A79-140022 , A79-140011 ) ) , IA3006 )	-	-
A97-874014	A93-751019	IA3006	( A93-751019 ( A89-246006 , LS301 ( A79-140022 , A79-140011 ) ) , IA3006 )	-	-
A97-973002	LN90-4366	IA3005	( LN90-4366 ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , IA3005 )	-	-
A98-781041	Pioneer_P9204	Pioneer_P9281	( Pioneer_P9204 , Pioneer_P9281 )	-	-
A98-884037	IA2036	Pioneer_P9281	( IA2036 ( Jack , A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) ) , Pioneer_P9281 )	-	-
A98-980047	HS93-4118	Northrup_King_S24-92	( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , Northrup_King_S24-92 )	-	-
A99-112003	IA2017	IA2042	( IA2017 , IA2042 )	-	-
A99-112033	IA2017	A95-484041	( IA2017 , A95-484041 ( A91-613001 ( AX4735 ( HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) , M81-382 ) , HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) ) , A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) ) )	-	-
A99-112034	A95-484015	IA3011	( A95-484015 ( IA3001 , A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) ) , IA3011 )	-	-
A99-113038	A95-484043	A95-589009	( A95-484043 ( A91-613001 ( AX4735 ( HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) , M81-382 ) , HP202 ( Vinton_81 , B216 ) ( Vinton_81 , B216 ) ) , A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) ) , A95-589009 )	-	-
A99-212014	IA2017	IA2042	( IA2017 , IA2042 )	-	-
A99-213052	IA3006	IA3011	( IA3006 , IA3011 )	-	-
A99-215030	IA2034	IA2042	( IA2034 , IA2042 )	-	-
A99-216029	IA2036	AgriPro_AP1995	( IA2036 ( Jack , A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) ) , AgriPro_AP1995 ( AgriPro_AP1989 ( AgriPro_AP26 ( Beeson , Calland ) , Vickery ) , Asgrow_A3427 ( Asgrow_X3836 , Asgrow_A3127 ( Williams , Essex ) ) ) )	-	-
A99-216031	A94-773014	AgriPro_AP1995	( A94-773014 ( Pioneer_P9303 , A87-395012 ( Fayette , Asgrow_A3659 ( Williams , Essex ) ) ) , AgriPro_AP1995 ( AgriPro_AP1989 ( AgriPro_AP26 ( Beeson , Calland ) , Vickery ) , Asgrow_A3427 ( Asgrow_X3836 , Asgrow_A3127 ( Williams , Essex ) ) ) )	-	-
A99-217006	Dairyland_DSR365	AgriPro_Ap1995	( Dairyland_DSR365 , AgriPro_Ap1995 )	-	-
A99-312006	IA2034	A95-484031	( IA2034 , A95-484031 ( A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , A91-613029 ( AX4742 ( Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) , HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ) , HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ) ) )	-	-
A99-312009	IA2034	IA2042	( IA2034 , IA2042 )	-	-
A99-312028	IA2034	A95-484031	( IA2034 , A95-484031 ( A91-613026 ( AX4741 ( AgriPro_AP2190 , HP204 ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , HP204 ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ( HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) , Vinton_81 ) ) , A91-613029 ( AX4742 ( Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) , HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ) , HP201 ( Vinton_81 , Hardin ) ( Vinton_81 , Hardin ) ) ) )	-	-
AC_Bravor	Maple_Arrow	Wayne	( Maple_Arrow , Wayne )	-	-
AC_Hime	OX752	X696-32-2	( OX752 ( A83-378001 , OX736 ) , X696-32-2 )	-	-
